snapshot_id,run_id,symbol,event_archetype,training_cutoff,training_event_ids,training_sample_count,status,feature_names,feature_means,feature_scales,classifier_coefficients,classifier_intercept,ridge_coefficients,ridge_intercept,hyperparameters,validation_metrics,created_at
01104239-f893-483d-a38a-9aa4d84d4425,a9666b11-b6b5-499a-8faf-4b9fe03fec62,LMT,military_escalation+defense_beneficiary,2024-09-30 12:00:00.000001+00:00,"[""10818"", ""10818"", ""12363""]",3,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:53.899616+00:00
7098bdbf-3142-4ab8-9891-535d8ac97d72,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-01 12:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:24.719143+00:00
cbb9a2da-bda5-40f7-8b01-d7010e9e3d7a,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-01 17:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:24.785281+00:00
c2196456-9a1c-4853-9c70-37ec349e2188,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-02 18:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:24.883288+00:00
87656096-25cb-44fd-bbc3-db34344ed0e5,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-04 22:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:24.966099+00:00
661005ee-0070-4f91-a0b4-21dfa7f5898a,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-07 22:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.029462+00:00
2a90576c-623a-4a82-ac79-63f34d583154,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-12 10:00:00+00:00,"[""10084"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.093288+00:00
43fcc53b-bfeb-47ad-8066-2f559adbd3fb,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-13 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228""]",3,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:54.125526+00:00
156cd476-bf31-4eed-b473-65061eeb4736,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-19 01:00:00+00:00,"[""10084"", ""11804"", ""13228""]",3,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.177165+00:00
99a29f7e-3d1c-4517-99f0-8312f930becd,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-20 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228"", ""13385""]",4,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:54.153567+00:00
2da9ebe1-373c-4282-9042-565a25d5a479,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-26 14:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385""]",4,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.249291+00:00
7e567c66-291a-4a1d-ae9f-0efbfd24c889,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-27 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528""]",5,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:54.183943+00:00
c9296aed-2a43-4d0e-9ff9-7fb35a95bf5b,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-10-31 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431""]",11,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:53.927648+00:00
a60e1c0e-f6e6-4d21-b12e-26975379e9a4,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-11-03 03:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431""]",11,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.321297+00:00
9aa3ea93-1321-4f69-be79-735deb44798b,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2024-11-30 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:54.248881+00:00
e902c4e3-3335-48b7-9a14-70f02a5ef7a3,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-04 11:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.457144+00:00
eaad3530-11a3-41f2-a347-e3b8fad1c89a,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-13 01:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.601108+00:00
cb76b8a6-599f-4a1e-8a93-3d7469fd3934,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-23 01:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.677111+00:00
29626f9f-3e55-4975-a6c9-3c0bc2c9c915,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-23 18:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.741092+00:00
460a609a-6007-4d5a-ab7c-1b60c88e86a4,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-24 23:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.813316+00:00
e59039cc-8ae6-4ca8-928c-0c4850059117,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-28 21:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944""]",12,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.875197+00:00
38ebedd3-5899-4135-b172-8e0dc7bb16d7,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-05-31 12:00:00.000001+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944"", ""24368"", ""25042"", ""24008""]",15,insufficient_event_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:06:54.319730+00:00
a0765216-87a8-4057-8baa-6f3419935daa,a9666b11-b6b5-499a-8faf-4b9fe03fec62,MRK,fda_approval+direct_company,2025-06-08 21:00:00+00:00,[],0,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:25.939430+00:00
c63dcfb3-d8dd-466a-9835-e66d2674a805,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-06-10 22:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944"", ""24368"", ""25042"", ""24008""]",15,insufficient_event_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:26.027827+00:00
05a8ff37-04da-4f2e-9e62-a8fea972562c,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-06-11 21:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944"", ""24368"", ""25042"", ""24008""]",15,insufficient_event_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:26.125630+00:00
b57210de-1e42-412e-b5db-ea4475d811fb,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-06-12 01:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944"", ""24368"", ""25042"", ""24008""]",15,insufficient_event_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:26.203203+00:00
dbce8a4c-aecb-46dd-86fc-30901d9cd9ec,a9666b11-b6b5-499a-8faf-4b9fe03fec62,USO,military_escalation+energy_beneficiary,2025-06-13 01:00:00+00:00,"[""10084"", ""11804"", ""13228"", ""13385"", ""13528"", ""12786"", ""12774"", ""12942"", ""13144"", ""13001"", ""13431"", ""13944"", ""24368"", ""25042"", ""24008""]",15,insufficient_event_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 14:09:26.269249+00:00
